order_id,order_date,status,quantity,price,discount,delivery_date,product_id,user_id
71,2020-06-19T05:30:48Z,Delivered,70,13.59,54.58,2020-06-28T15:41:14Z,2,47
72,2019-11-05T11:35:47Z,Delivered,91,97.19,44.44,2020-02-18T02:45:02Z,17,18
73,2020-03-07T05:26:27Z,Shipped,7,569.51,33.46,2020-03-21T21:33:06Z,12,28
74,2020-06-29T09:26:13Z,Shipped,32,632.78,59.37,2020-07-22T02:39:31Z,27,31
75,2020-02-08T03:00:19Z,Shipped,69,406.39,10.45,2020-09-06T07:16:20Z,31,6
76,2020-06-01T13:16:41Z,In progress,45,418.36,6.1,2020-09-28T08:20:20Z,6,18
77,2019-10-30T08:13:09Z,Delivered,55,781.93,53.76,2020-04-20T05:37:28Z,9,50
78,2020-03-17T09:06:13Z,Shipped,45,453.56,13.85,2020-08-08T08:42:32Z,10,4
79,2020-04-05T11:38:47Z,Delivered,4,760.99,60.86,2020-09-06T23:01:12Z,19,19
80,2020-04-16T19:17:30Z,In progress,52,750.99,61.67,2020-10-19T18:30:57Z,9,17
81,2020-06-07T20:55:39Z,Delivered,67,413.75,52.06,2019-11-10T09:20:42Z,35,16
82,2020-03-30T21:43:03Z,Delivered,1,774.22,15.12,2020-07-26T01:32:52Z,4,38
83,2020-03-29T02:09:28Z,Delivered,33,968.78,64.82,2020-05-07T01:55:09Z,7,35
84,2020-08-17T18:17:06Z,In progress,56,734.39,19.39,2020-04-30T10:20:09Z,16,30
85,2020-06-15T23:39:11Z,Delivered,34,636.35,43.66,2020-05-19T15:59:01Z,25,13
86,2019-12-31T22:07:04Z,Shipped,33,552.46,42.72,2020-10-10T17:38:19Z,26,8
87,2020-01-20T18:37:52Z,In progress,39,869.93,48.83,2019-12-30T04:49:42Z,33,1
88,2020-07-14T04:42:49Z,Shipped,78,41.77,79.55,2019-12-28T08:00:35Z,15,33
89,2020-07-07T04:03:50Z,Shipped,36,609.9,58.11,2020-04-11T03:41:11Z,25,27
90,2020-07-20T05:33:25Z,Delivered,100,255.44,24.87,2020-04-11T01:16:53Z,18,9
91,2020-10-21T09:45:38Z,In progress,64,516.97,44.88,2020-06-05T14:48:27Z,26,49
92,2020-06-29T17:19:11Z,In progress,46,206.87,3.1,2020-09-04T14:16:37Z,34,26
93,2020-04-05T21:18:34Z,Delivered,31,940.38,18.49,2020-08-25T21:38:42Z,6,16
94,2019-11-26T10:13:39Z,Delivered,100,997.16,58.69,2020-09-19T19:15:58Z,17,44
95,2019-12-21T07:10:49Z,Delivered,29,966.74,37.44,2020-03-12T05:16:29Z,25,8
96,2020-02-10T03:51:12Z,Shipped,16,242.19,26.75,2019-12-22T05:33:15Z,35,10
97,2020-02-05T13:17:28Z,Shipped,48,862.35,62.2,2020-03-05T00:03:20Z,6,35
98,2020-09-04T04:20:38Z,In progress,76,39.08,44.16,2020-02-07T17:32:51Z,20,32
99,2020-09-20T01:25:11Z,Delivered,56,450.06,3.09,2020-06-14T01:11:24Z,31,19
100,2020-09-06T22:38:15Z,In progress,25,304.23,70.69,2019-12-01T19:42:36Z,35,23
