Id,Order_Id,Product_Id,Status,Quantity,Price($),Discount,Delivery_Date
46,480,18,Queued,15,1576,1,5/30/2020
47,473,21,Shipped,14,1346,37,11/29/2020
48,173,14,Ready to be shipped,20,922,25,6/3/2021
49,420,17,Shipped,2,119,17,12/10/2020
50,399,20,Shipped,3,1028,7,12/22/2020
51,466,22,Shipped,14,1605,23,3/8/2020
52,492,14,Ready to be shipped,16,885,29,3/26/2020
53,64,2,Delivered,20,286,47,3/11/2020
54,356,9,Queued,3,872,6,1/5/2021
55,225,26,Queued,10,1357,36,9/26/2019
56,277,21,Delivered,9,1331,13,10/3/2019
57,462,3,Queued,10,168,27,2/13/2020
58,348,24,Shipped,15,1323,39,3/26/2020
59,446,8,Ready to be shipped,17,363,34,11/30/2019
60,494,26,Shipped,16,584,10,11/24/2020
61,203,7,Shipped,19,212,21,3/21/2021
62,433,9,Shipped,3,655,27,10/5/2019
63,402,18,Shipped,3,1110,43,4/26/2021
64,469,26,Delivered,11,712,34,12/27/2020
65,339,22,Ready to be shipped,5,947,43,12/17/2019
66,143,28,Shipped,2,1659,43,3/29/2021
67,66,18,Shipped,16,294,22,4/26/2020
68,417,8,Ready to be shipped,11,821,9,2/20/2021
69,186,17,Queued,2,1662,39,12/19/2019
70,499,17,Ready to be shipped,11,839,0,2/16/2021
71,249,3,Shipped,17,1338,27,3/11/2020
72,475,27,Delivered,11,327,18,11/29/2020
73,286,5,Ready to be shipped,14,689,10,11/16/2019
74,200,4,Shipped,1,175,6,5/28/2021
75,158,28,Shipped,5,109,50,9/20/2020
76,149,21,Ready to be shipped,10,137,37,7/4/2021
77,63,29,Queued,14,1084,23,1/5/2020
78,480,30,Shipped,5,1147,14,4/26/2020
79,375,26,Delivered,16,427,20,4/1/2021
80,295,9,Shipped,5,1263,47,7/15/2020
81,365,23,Delivered,14,701,16,7/15/2020
82,368,3,Ready to be shipped,10,204,22,10/9/2019
83,77,27,Shipped,8,968,43,1/15/2021
84,346,26,Queued,2,1535,29,4/28/2020
85,201,15,Queued,17,148,0,9/15/2020
86,223,13,Shipped,11,1124,16,2/5/2021
87,141,8,Queued,7,463,43,2/25/2020
88,86,9,Queued,4,1860,35,2/10/2021
89,167,10,Delivered,10,379,11,12/14/2019
90,181,3,Queued,19,1453,47,11/8/2019
91,413,26,Queued,12,1117,16,10/30/2020
92,279,7,Ready to be shipped,2,1437,41,3/5/2021
93,172,26,Ready to be shipped,10,715,39,1/8/2021
94,105,28,Ready to be shipped,10,778,28,5/24/2020
95,396,2,Delivered,2,1748,27,6/27/2020
96,31,10,Delivered,11,1475,12,6/17/2020
97,178,5,Ready to be shipped,1,875,19,2/21/2021
98,64,13,Shipped,11,341,6,4/9/2021
99,393,2,Delivered,15,826,0,3/6/2020
100,272,14,Delivered,7,99,39,9/25/2020
101,220,15,Delivered,6,984,36,5/11/2021
102,405,6,Ready to be shipped,12,1856,41,5/1/2020
103,124,10,Queued,18,550,30,9/14/2021
104,293,7,Queued,20,1570,36,2/15/2021
105,83,15,Ready to be shipped,10,1354,31,11/25/2020
106,206,18,Shipped,7,158,8,8/6/2021
107,387,27,Queued,18,115,39,8/22/2020
108,56,7,Queued,13,1395,22,5/10/2021
109,353,23,Shipped,15,1209,40,11/17/2019
110,71,9,Delivered,11,1464,8,3/9/2021
111,276,30,Shipped,5,260,20,7/2/2020
112,96,14,Shipped,13,1602,36,4/6/2020
113,341,30,Delivered,6,1584,47,7/3/2020
114,106,4,Ready to be shipped,7,378,9,1/12/2021
115,142,18,Queued,20,593,18,8/15/2020
116,499,13,Delivered,8,378,40,8/30/2021
117,492,25,Shipped,17,1883,7,9/20/2020
118,42,29,Queued,19,62,35,12/16/2020
119,363,23,Shipped,13,688,27,1/19/2020
120,243,8,Delivered,7,1381,48,8/18/2021
121,320,2,Queued,1,29,14,2/12/2021
122,370,14,Shipped,9,1019,46,1/26/2021
123,220,7,Ready to be shipped,7,980,32,8/17/2021
124,483,25,Queued,15,511,5,7/11/2021
125,296,1,Ready to be shipped,17,277,13,10/2/2019
126,210,13,Delivered,18,825,16,5/30/2020
127,379,30,Shipped,7,752,20,7/23/2020
128,182,5,Queued,1,1695,50,8/13/2020
129,236,3,Delivered,18,696,47,11/17/2020
130,132,7,Queued,4,216,8,2/23/2020
131,454,15,Ready to be shipped,10,1229,4,1/30/2021
132,95,24,Delivered,8,1444,11,10/14/2019
133,228,20,Delivered,15,49,1,7/6/2021
134,277,23,Delivered,4,1100,43,6/8/2021
135,399,2,Queued,9,161,38,1/13/2020
136,186,14,Ready to be shipped,2,129,7,5/11/2020
137,28,1,Shipped,8,694,23,7/6/2021
138,404,13,Delivered,15,1490,25,3/25/2020
139,249,16,Shipped,9,1443,21,12/16/2020
140,228,7,Shipped,16,1386,8,5/13/2020
141,419,24,Ready to be shipped,5,575,1,5/4/2021
142,436,13,Shipped,11,228,33,8/5/2020
143,156,29,Delivered,2,1283,44,1/6/2021
144,466,17,Ready to be shipped,10,1249,19,9/21/2020
145,251,7,Ready to be shipped,1,1455,12,3/24/2021
146,78,26,Delivered,9,1602,47,9/27/2020
147,353,30,Ready to be shipped,5,925,23,5/1/2020
148,394,23,Ready to be shipped,20,55,33,12/5/2020
149,355,20,Queued,3,821,40,9/18/2019
150,323,19,Queued,12,1632,15,9/18/2020
151,414,29,Queued,8,1708,6,8/21/2020
152,481,14,Queued,9,1779,13,1/13/2020
153,34,3,Queued,5,429,5,8/9/2020
154,118,24,Shipped,5,820,46,3/10/2020
155,477,1,Queued,15,606,8,9/26/2020
156,262,16,Shipped,3,1515,8,5/19/2021
157,320,7,Delivered,17,1490,13,6/24/2020
158,23,10,Queued,14,214,47,6/19/2020
159,318,2,Shipped,4,1514,44,12/26/2019
160,109,27,Ready to be shipped,17,139,26,11/26/2020
161,446,21,Ready to be shipped,7,1339,9,9/27/2019
162,31,28,Ready to be shipped,15,1527,48,7/11/2020
163,118,2,Delivered,16,1959,11,12/17/2019
164,151,6,Queued,9,931,3,10/25/2019
165,270,1,Shipped,1,1968,14,7/3/2020
166,216,12,Delivered,7,1044,16,8/29/2020
167,321,6,Ready to be shipped,12,168,3,5/11/2021
168,381,5,Ready to be shipped,18,1843,15,8/21/2020
169,216,11,Queued,10,1140,48,3/23/2020
170,366,8,Delivered,13,1000,9,10/10/2020
171,64,11,Queued,12,491,5,11/11/2019
172,360,6,Ready to be shipped,1,675,11,8/10/2020
173,189,27,Delivered,13,348,36,12/28/2020
174,406,30,Ready to be shipped,6,1943,38,5/13/2021
175,212,10,Shipped,18,1858,25,12/31/2020
176,14,2,Queued,8,471,22,5/12/2021
177,251,8,Delivered,2,492,41,4/7/2021
178,466,10,Ready to be shipped,16,1966,45,9/3/2021
179,50,19,Delivered,5,1636,39,10/31/2020
180,190,6,Ready to be shipped,16,1260,5,3/9/2020
181,309,30,Queued,1,1040,41,10/5/2019
182,356,17,Ready to be shipped,11,1415,9,3/8/2020
183,455,18,Ready to be shipped,20,1290,49,3/16/2021
184,365,12,Ready to be shipped,12,523,4,8/12/2020
185,31,23,Shipped,12,127,23,7/24/2020
186,146,22,Queued,7,1507,9,3/22/2021
187,243,10,Queued,9,685,5,10/26/2020
188,351,29,Shipped,7,1506,26,2/1/2021
189,98,13,Shipped,12,1467,20,6/5/2021
190,359,20,Ready to be shipped,6,10,12,5/18/2020
191,16,18,Delivered,3,156,4,1/8/2021
192,73,21,Ready to be shipped,11,1763,12,1/25/2020
193,161,3,Shipped,11,1969,49,8/25/2021
194,486,4,Delivered,2,1507,28,10/19/2019
195,131,6,Shipped,20,947,4,10/24/2020
196,154,1,Ready to be shipped,8,699,10,12/1/2019
197,210,9,Queued,3,1163,38,12/10/2020
198,102,27,Ready to be shipped,5,872,11,7/28/2020
199,291,26,Ready to be shipped,9,206,17,3/1/2020
200,100,2,Ready to be shipped,10,1531,21,4/2/2020
201,395,11,Shipped,4,1865,23,9/28/2020
202,145,9,Ready to be shipped,11,846,43,11/4/2020
203,425,2,Ready to be shipped,7,308,45,9/18/2020
204,129,11,Ready to be shipped,2,30,15,10/31/2020
205,63,17,Delivered,10,852,6,9/29/2019
206,110,19,Shipped,12,1563,2,3/19/2020
207,347,24,Shipped,20,1960,25,10/17/2020
208,78,7,Delivered,14,1587,38,8/14/2021
209,408,20,Queued,17,491,2,9/30/2020
210,168,30,Queued,5,217,49,5/14/2021
211,139,7,Shipped,16,934,31,1/19/2021
212,187,18,Shipped,16,64,41,11/14/2020
213,76,6,Shipped,10,666,17,8/5/2021
214,187,2,Shipped,15,818,2,9/15/2020
215,152,12,Delivered,7,600,16,11/16/2020
216,189,23,Ready to be shipped,1,1050,46,5/10/2020
217,474,9,Queued,20,47,24,9/6/2021
218,312,26,Delivered,6,1340,30,9/2/2021
219,206,4,Shipped,15,319,18,12/15/2019
220,224,30,Queued,19,1297,28,12/14/2020
221,436,1,Queued,6,73,27,3/31/2021
222,56,8,Shipped,16,1588,22,12/12/2019
223,437,30,Queued,14,1228,43,11/18/2020
224,316,16,Ready to be shipped,11,1589,17,12/11/2020
225,129,24,Delivered,16,1716,37,7/16/2020
226,457,7,Queued,4,1066,50,1/22/2020
227,141,11,Queued,18,876,46,4/22/2021
228,447,20,Queued,2,1229,10,1/13/2020
229,242,26,Delivered,3,1622,36,9/24/2020
230,467,25,Queued,2,1874,14,5/31/2020
231,256,19,Shipped,18,1395,25,9/13/2021
232,442,25,Shipped,1,305,26,11/28/2020
233,99,12,Ready to be shipped,15,530,15,11/21/2019
234,92,23,Shipped,3,1962,0,9/16/2020
235,383,26,Shipped,5,1990,40,8/5/2020
236,356,11,Shipped,20,83,42,4/10/2020
237,496,6,Ready to be shipped,11,1651,10,10/29/2019
238,16,29,Ready to be shipped,3,1846,28,10/4/2020
239,207,26,Shipped,20,1100,48,4/26/2020
240,102,18,Queued,12,75,16,11/20/2019
241,443,19,Ready to be shipped,7,1532,34,5/30/2021
242,285,5,Delivered,14,435,36,2/27/2021
243,22,23,Ready to be shipped,10,1496,37,4/16/2020
244,71,5,Delivered,11,1592,10,3/31/2020
245,244,28,Shipped,7,120,46,5/15/2021
246,165,17,Shipped,20,710,1,7/20/2020
247,67,2,Queued,10,110,47,5/8/2021
248,393,9,Delivered,8,815,40,4/13/2021
249,104,25,Delivered,4,1826,42,4/2/2020
250,441,22,Delivered,12,1271,32,12/5/2020
251,127,18,Shipped,9,348,47,9/30/2020
252,210,30,Ready to be shipped,4,710,24,1/24/2021
253,244,22,Shipped,19,1025,49,5/2/2020
254,32,18,Ready to be shipped,12,1019,37,11/8/2020
255,498,6,Ready to be shipped,5,528,1,5/4/2021
256,208,21,Shipped,20,1897,5,7/31/2021
257,100,26,Ready to be shipped,3,1540,36,11/2/2019
258,384,17,Delivered,3,399,30,7/3/2020
259,367,19,Queued,15,1214,30,4/10/2020
260,472,7,Delivered,16,479,32,11/14/2019
261,334,7,Ready to be shipped,16,929,42,7/11/2021
262,293,5,Shipped,3,703,47,9/28/2020
263,236,17,Queued,3,166,7,10/6/2019
264,299,22,Queued,12,423,50,5/12/2020
265,250,30,Shipped,10,612,16,7/16/2020
266,288,16,Shipped,12,1455,45,11/17/2020
267,186,23,Queued,16,774,4,6/11/2020
268,310,5,Delivered,6,1732,11,10/3/2019
269,59,4,Ready to be shipped,9,346,42,7/28/2021
270,159,2,Queued,2,484,41,7/5/2021
271,462,18,Delivered,6,912,34,8/20/2021
272,376,30,Delivered,4,686,30,8/21/2021
273,102,24,Shipped,10,1545,14,8/23/2020
274,436,6,Ready to be shipped,11,896,33,4/5/2020
275,74,26,Shipped,10,537,13,11/2/2019
276,211,6,Delivered,15,1542,9,4/25/2020
277,164,24,Delivered,13,1,39,8/9/2021
278,479,28,Ready to be shipped,14,1162,38,7/6/2020
279,299,26,Ready to be shipped,20,1601,40,2/19/2021
280,349,12,Delivered,2,817,46,11/5/2020
281,226,24,Shipped,5,881,38,4/1/2020
282,423,2,Shipped,11,277,49,12/20/2020
283,450,4,Ready to be shipped,19,454,25,11/23/2019
284,162,1,Ready to be shipped,17,1873,27,11/3/2019
285,223,13,Queued,11,1904,33,12/25/2019
286,92,21,Ready to be shipped,19,1214,3,10/31/2019
287,493,29,Ready to be shipped,13,606,13,5/28/2021
288,105,13,Shipped,18,1332,8,4/29/2020
289,77,3,Queued,9,1877,25,5/27/2020
290,60,13,Delivered,12,434,25,7/5/2020
291,275,5,Shipped,16,1369,25,10/12/2020
292,234,1,Ready to be shipped,1,1821,40,5/31/2020
293,55,13,Queued,8,412,42,11/23/2020
294,165,28,Ready to be shipped,14,1405,33,10/23/2019
295,467,23,Ready to be shipped,15,447,41,11/28/2019
296,273,30,Queued,9,511,42,7/7/2021
297,404,15,Ready to be shipped,4,1123,38,6/25/2021
298,443,14,Ready to be shipped,14,1885,35,1/3/2020
299,205,3,Ready to be shipped,3,1175,17,11/5/2020
300,106,16,Queued,10,1174,26,5/12/2021
301,461,22,Shipped,10,895,8,7/21/2020
302,47,30,Delivered,19,1524,18,1/25/2020
303,119,23,Queued,10,1108,7,11/8/2019
304,425,23,Queued,12,1888,37,8/12/2021
305,457,18,Shipped,14,1265,50,2/4/2021
306,371,16,Shipped,16,1656,22,11/6/2019
307,143,26,Shipped,14,1987,27,1/26/2021
308,398,3,Queued,2,1793,39,2/9/2021
309,396,14,Queued,2,866,30,12/4/2020
310,75,23,Queued,4,999,14,4/9/2020
311,362,11,Shipped,11,56,2,7/20/2021
312,248,18,Queued,19,745,1,5/3/2020
313,44,23,Ready to be shipped,2,1013,49,12/1/2019
314,467,1,Shipped,6,274,48,3/19/2021
315,352,5,Queued,6,131,30,7/22/2021
316,293,27,Queued,15,846,8,7/31/2020
317,108,2,Delivered,12,655,2,8/22/2020
318,395,14,Shipped,15,1093,32,2/11/2021
319,331,13,Delivered,15,999,15,5/31/2021
320,289,17,Shipped,14,1686,23,6/6/2020
321,283,10,Queued,11,1185,32,5/16/2020
322,346,29,Ready to be shipped,5,1183,22,8/29/2020
323,495,11,Delivered,13,1962,8,2/27/2020
324,3,21,Queued,12,1901,26,4/15/2020
325,499,16,Queued,18,463,39,6/1/2021
326,378,29,Ready to be shipped,12,345,24,6/6/2021
327,64,22,Delivered,10,269,4,6/19/2021
328,391,28,Delivered,13,333,32,3/31/2021
329,486,28,Ready to be shipped,20,683,10,8/30/2021
330,170,12,Shipped,5,861,19,8/12/2021
331,401,26,Queued,15,1866,36,1/1/2021
332,297,19,Delivered,18,1778,45,1/25/2021
333,208,13,Queued,9,1178,47,3/1/2020
334,100,15,Queued,12,961,15,1/10/2021
335,441,6,Queued,4,22,1,9/18/2020
336,330,24,Shipped,6,1120,44,1/19/2021
337,266,6,Ready to be shipped,2,1191,8,5/8/2020
338,409,17,Shipped,19,1734,37,10/1/2019
339,5,12,Ready to be shipped,20,635,24,7/11/2021
340,278,6,Ready to be shipped,20,501,3,12/10/2019
341,481,3,Shipped,10,1674,47,7/23/2020
342,273,17,Queued,7,1101,48,4/4/2020
343,206,11,Ready to be shipped,4,345,6,12/28/2019
344,316,20,Delivered,19,1715,26,5/18/2021
345,34,13,Delivered,5,161,41,8/29/2021
346,48,15,Queued,8,1549,35,7/31/2020
347,466,19,Queued,16,150,2,2/21/2021
348,34,27,Ready to be shipped,12,577,6,8/22/2021
349,271,27,Ready to be shipped,14,1731,50,3/18/2021
350,470,28,Ready to be shipped,9,608,13,8/18/2021
351,247,13,Delivered,8,17,36,11/24/2020
352,30,26,Ready to be shipped,10,460,44,8/14/2021
353,180,22,Shipped,4,140,9,9/23/2019
354,87,15,Queued,16,1699,46,1/9/2020
355,38,3,Shipped,4,1900,3,4/2/2021
356,347,16,Ready to be shipped,1,250,23,5/11/2021
357,240,14,Queued,9,818,15,11/8/2020
358,483,15,Ready to be shipped,5,1450,12,9/16/2020
359,383,15,Shipped,16,1526,36,2/14/2021
360,71,29,Queued,8,559,44,9/4/2021
361,11,8,Ready to be shipped,16,1763,28,11/20/2020
362,55,23,Delivered,1,821,33,11/27/2019
363,498,26,Ready to be shipped,17,1737,37,4/23/2020
364,172,15,Shipped,16,498,45,12/23/2019
365,285,8,Shipped,16,503,5,9/26/2019
366,34,10,Ready to be shipped,5,1249,19,3/9/2021
367,69,19,Delivered,16,548,15,9/19/2020
368,234,29,Ready to be shipped,4,1609,32,3/24/2020
369,181,24,Queued,12,1375,23,11/11/2020
370,39,14,Ready to be shipped,9,1903,21,8/16/2021
371,254,7,Delivered,19,789,29,5/30/2020
372,392,9,Delivered,1,1642,22,5/20/2020
373,419,18,Delivered,4,324,5,6/10/2020
374,401,23,Delivered,17,526,35,12/29/2019
375,15,23,Queued,5,589,41,5/27/2021
376,173,20,Shipped,5,1091,1,5/25/2020
377,168,6,Delivered,7,1548,42,3/5/2020
378,150,11,Queued,6,449,47,10/2/2020
379,315,21,Queued,16,405,21,12/27/2020
380,73,13,Shipped,8,1633,26,5/14/2021
381,285,12,Queued,3,1386,32,12/13/2019
382,411,23,Ready to be shipped,16,1263,9,4/21/2020
383,268,12,Ready to be shipped,5,1633,37,2/27/2020
384,417,25,Delivered,5,1650,12,6/17/2021
385,185,15,Shipped,16,908,45,3/9/2021
386,264,11,Queued,3,236,5,10/14/2020
387,252,13,Queued,12,1256,7,11/1/2020
388,277,2,Ready to be shipped,14,34,42,10/29/2020
389,8,30,Ready to be shipped,7,1878,24,3/22/2021
390,294,22,Shipped,8,911,2,11/2/2020
391,497,24,Ready to be shipped,2,816,30,10/3/2019
392,170,16,Shipped,1,850,23,8/14/2020
393,75,13,Delivered,19,1200,39,4/28/2021
394,130,7,Delivered,6,855,21,12/14/2020
395,252,17,Delivered,5,1575,28,5/8/2021
396,400,23,Delivered,16,688,9,8/20/2021
397,160,22,Ready to be shipped,19,1243,27,3/9/2020
398,200,7,Queued,5,150,15,2/17/2021
399,371,3,Delivered,15,1052,9,5/12/2021
400,114,27,Delivered,11,492,6,1/5/2021
401,235,12,Shipped,17,113,49,7/28/2020
402,316,19,Queued,14,1407,25,12/6/2020
403,33,13,Delivered,19,1397,18,2/11/2021
404,500,20,Ready to be shipped,15,445,48,5/25/2020
405,234,1,Shipped,16,40,33,2/15/2020
406,152,1,Shipped,20,1059,38,1/27/2021
407,205,8,Queued,15,1833,36,8/19/2021
408,227,30,Queued,14,1403,14,10/30/2020
409,372,29,Shipped,16,274,38,11/22/2019
410,479,3,Shipped,8,1470,11,7/25/2021
411,107,24,Queued,9,683,24,10/17/2019
412,175,22,Shipped,5,362,46,12/26/2020
413,180,24,Delivered,3,810,17,1/7/2021
414,436,6,Queued,20,1034,13,5/9/2021
415,45,4,Queued,17,1024,6,3/15/2020
416,343,14,Queued,15,1602,8,1/21/2021
417,17,20,Ready to be shipped,9,261,38,3/23/2020
418,352,27,Ready to be shipped,11,542,25,7/19/2021
419,262,21,Queued,10,1388,17,1/1/2020
420,223,10,Delivered,11,289,26,3/18/2020
421,470,23,Delivered,9,336,37,8/25/2020
422,290,5,Queued,19,1665,7,4/19/2021
423,425,25,Shipped,17,1,41,4/24/2020
424,356,15,Shipped,16,98,27,2/29/2020
425,341,4,Ready to be shipped,5,321,36,9/5/2021
426,162,7,Shipped,18,1533,39,7/29/2020
427,384,18,Delivered,7,306,4,3/5/2021
428,499,30,Ready to be shipped,11,290,25,9/11/2020
429,75,3,Ready to be shipped,15,1428,10,3/25/2021
430,300,4,Delivered,12,1087,11,3/30/2021
431,200,19,Ready to be shipped,4,1537,34,9/29/2019
432,13,28,Queued,18,382,41,9/5/2020
433,274,16,Queued,14,783,5,4/25/2020
434,52,5,Queued,12,1870,25,4/29/2021
435,46,2,Queued,8,1965,33,1/28/2021
436,489,10,Delivered,16,569,48,5/11/2020
437,270,26,Shipped,7,1285,10,1/18/2021
438,10,4,Shipped,15,29,9,8/28/2021
439,355,16,Delivered,8,414,27,3/5/2021
440,165,25,Delivered,5,1588,40,6/8/2021
441,72,11,Delivered,3,552,44,6/14/2021
442,88,1,Queued,7,1091,50,6/21/2020
443,393,9,Shipped,20,528,48,2/10/2021
444,81,26,Queued,9,1326,36,7/27/2021
445,113,19,Delivered,13,664,38,1/2/2021
446,173,30,Delivered,11,834,20,5/29/2020
447,292,15,Queued,15,470,41,1/19/2021
448,317,24,Delivered,19,487,25,7/9/2020
449,10,14,Ready to be shipped,16,629,30,1/31/2021
450,204,27,Queued,7,211,24,7/30/2020
451,426,21,Shipped,16,1808,15,10/30/2019
452,224,7,Shipped,20,1904,16,12/30/2020
453,244,4,Ready to be shipped,20,1751,50,7/11/2021
454,460,14,Shipped,11,1370,29,10/5/2020
455,164,12,Delivered,4,2,39,1/12/2021
456,405,15,Queued,7,1678,18,9/5/2021
457,267,11,Shipped,16,1570,33,8/17/2021
458,49,29,Ready to be shipped,13,56,30,4/2/2020
459,438,3,Shipped,4,714,4,8/29/2020
460,401,18,Queued,10,1356,45,10/23/2019
461,298,12,Shipped,15,1324,23,7/1/2020
462,92,17,Shipped,16,215,47,4/3/2021
463,288,11,Delivered,3,996,16,2/27/2020
464,383,18,Shipped,13,809,39,12/14/2020
465,73,24,Delivered,20,945,18,8/4/2021
466,15,11,Shipped,9,1621,22,10/25/2020
467,14,20,Shipped,3,1842,14,1/24/2020
468,113,6,Queued,15,1756,44,6/8/2021
469,132,20,Queued,8,329,14,3/11/2021
470,182,20,Queued,13,417,26,7/28/2021
471,411,8,Shipped,14,749,2,9/8/2021
472,28,20,Delivered,20,567,25,8/16/2021
473,418,16,Queued,4,1523,27,10/28/2020
474,78,16,Ready to be shipped,16,1859,36,2/1/2021
475,169,24,Queued,14,988,13,8/22/2021
476,138,10,Ready to be shipped,2,1824,14,11/23/2020
477,138,11,Queued,5,1816,44,8/6/2021
478,116,29,Shipped,18,566,8,7/6/2021
479,484,1,Delivered,9,1604,33,6/23/2021
480,59,18,Ready to be shipped,5,1061,10,4/18/2020
481,74,5,Ready to be shipped,6,346,7,1/1/2021
482,194,28,Delivered,20,55,29,11/15/2020
483,226,27,Queued,15,571,6,4/17/2020
484,63,14,Queued,11,1382,2,2/12/2021
485,50,22,Shipped,2,76,10,5/7/2020
486,157,30,Queued,7,648,0,7/17/2020
487,257,23,Ready to be shipped,20,646,34,8/20/2020
488,308,14,Shipped,16,145,18,11/8/2019
489,383,21,Ready to be shipped,15,1745,21,10/12/2019
490,262,30,Ready to be shipped,14,64,11,1/12/2021
491,21,17,Queued,20,1235,27,9/14/2020
492,116,26,Delivered,19,1732,13,9/30/2019
493,134,16,Delivered,10,1553,20,7/15/2021
494,138,29,Delivered,16,1679,24,8/8/2020
495,303,18,Delivered,9,404,19,12/8/2019
496,25,9,Queued,8,1007,41,9/1/2021
497,476,19,Ready to be shipped,20,1417,22,12/28/2019
498,27,7,Shipped,14,626,9,8/31/2021
499,187,26,Delivered,17,608,12,8/20/2021
500,434,9,Ready to be shipped,6,1772,24,8/15/2021
501,30,25,Queued,17,1190,47,2/1/2021
502,478,17,Ready to be shipped,2,1500,47,7/2/2020
503,416,26,Delivered,14,839,25,2/26/2021
504,300,19,Ready to be shipped,11,1627,21,3/23/2020
505,408,12,Delivered,19,1064,7,5/21/2021
506,438,1,Queued,1,52,26,6/24/2020
507,44,3,Delivered,17,544,30,7/31/2021
508,308,17,Ready to be shipped,19,1913,25,9/4/2021
509,271,30,Delivered,12,941,31,2/25/2020
510,289,30,Delivered,18,1130,11,11/26/2019
511,438,11,Queued,20,35,23,6/13/2021
512,394,13,Queued,19,315,23,6/23/2021
513,80,4,Ready to be shipped,13,905,5,9/13/2021
514,50,26,Ready to be shipped,9,1490,12,10/30/2019
515,178,15,Delivered,17,853,6,3/30/2021
516,320,11,Delivered,17,1660,40,1/27/2021
517,178,2,Delivered,17,1653,22,8/30/2021
518,171,20,Queued,20,1425,32,12/14/2019
519,374,26,Ready to be shipped,14,1199,31,4/2/2020
520,278,11,Ready to be shipped,19,1645,32,1/24/2020
521,21,10,Queued,1,1944,30,1/17/2021
522,370,29,Ready to be shipped,16,963,49,11/21/2020
523,440,8,Delivered,1,1156,23,7/19/2021
524,9,12,Queued,8,1347,12,3/14/2021
525,109,13,Queued,15,1180,9,4/4/2021
526,468,13,Shipped,9,1081,26,7/30/2020
527,54,22,Queued,13,785,38,3/23/2021
528,417,16,Delivered,7,1364,40,8/12/2021
529,188,21,Queued,5,1136,22,12/31/2019
530,447,8,Shipped,19,11,49,6/25/2020
531,65,18,Queued,3,1226,38,1/25/2020
532,124,18,Ready to be shipped,5,1000,25,10/1/2020
533,351,2,Delivered,4,795,8,11/29/2019
534,149,25,Delivered,17,1999,12,5/30/2020
535,287,2,Delivered,2,698,5,12/14/2019
536,133,28,Queued,2,1071,13,7/9/2020
537,24,6,Shipped,18,835,36,7/3/2021
538,25,21,Queued,16,1257,19,12/12/2020
539,13,21,Ready to be shipped,10,1435,10,4/20/2020
540,12,21,Shipped,9,1272,10,6/29/2020
541,347,9,Shipped,5,1879,34,5/15/2020
542,379,9,Delivered,12,1641,40,12/13/2020
543,156,26,Delivered,9,645,50,1/30/2020
544,240,15,Shipped,17,1127,34,10/19/2019
545,262,28,Delivered,9,1790,41,3/27/2020
546,235,14,Shipped,7,1379,44,10/31/2020
547,334,13,Delivered,13,1681,4,8/19/2020
548,494,24,Ready to be shipped,11,1962,40,8/29/2021
549,193,7,Shipped,5,320,33,2/6/2020
550,189,13,Queued,10,863,42,7/15/2020
551,392,19,Delivered,8,573,21,2/24/2020
552,409,20,Shipped,4,358,9,4/27/2020
